Truth,Decoded
Salve quanto costa quell articolo,a stai uartrocosteo
E in offerta costa dieci euro,e grazie
Tutto bene grazie,pero grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prutar
A che ora arriva il pullman,e tra arrivare e un
Dovrebbe arrivare tra qualche minuto,prego io grazie certo
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,pero io e lo lo autista
Va bene grazie lo stesso,e graisi lo
Prego,pgratgi
Perfetto vorrei comprarne due.,pero lo serari lo
Certo ecco a lei vuole un sacchetto,e graivi aoavio
Si grazie e arrivederci,pireai
Le auguro una buona giornata,saerfet quanto a civle all
Buongiorno io sono Mario,pero mario
Buonasera io sono Mario,prenir so sono io
Piacere Luigi come stai,pero io io come stai
Tutto bene tu,rato lo io
