Truth,Decoded
Salve quanto costa quell articolo,saregroto
E in offerta costa dieci euro,pigrui e
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,perenaoa a che a
"Certo volentieri, io lo prendero macchiato",pigrui
A che ora arriva il pullman,si e e a
Dovrebbe arrivare tra qualche minuto,prego io e lei io
Quanto costa il biglietto,si gruto
Purtroppo non lo so pero potresti chiedere all autista,pigre autista
Va bene grazie lo stesso,si a io io
Prego,pigrugi
Perfetto vorrei comprarne due.,pero e e relia
Certo ecco a lei vuole un sacchetto,e grazie io lei
Si grazie e arrivederci,pireai
Le auguro una buona giornata,e e ora si costa
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pero bar
Piacere Luigi come stai,piacere io stai
Tutto bene tu,si grazie e lo
