Truth,Decoded
Salve quanto costa quell articolo,sabeaerocto
E in offerta costa dieci euro,grazie
Tutto bene grazie,e io
Prendiamo un caffe al bar,prendiamo a come all
"Certo volentieri, io lo prendero macchiato",pruaier
A che ora arriva il pullman,e grazie salve e a
Dovrebbe arrivare tra qualche minuto,prego lo grazie euro
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,prego a
Va bene grazie lo stesso,e stai io
Prego,pero
Perfetto vorrei comprarne due.,e grazie roeariolo
Certo ecco a lei vuole un sacchetto,e grazie io
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,pretoaro a come a
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,preniri io sono mario
Piacere Luigi come stai,pero io come stai
Tutto bene tu,a io io
