Truth,Decoded
Salve quanto costa quell articolo,varegroto
E in offerta costa dieci euro,pigreie si
Tutto bene grazie,pireti
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pgretr
A che ora arriva il pullman,e grazie a
Dovrebbe arrivare tra qualche minuto,bene io grazie io
Quanto costa il biglietto,e certo
Purtroppo non lo so pero potresti chiedere all autista,pieret costa
Va bene grazie lo stesso,e si lo
Prego,prego
Perfetto vorrei comprarne due.,e mario
Certo ecco a lei vuole un sacchetto,e grazie lei
Si grazie e arrivederci,pireai
Le auguro una buona giornata,peretr io lo io io a
Buongiorno io sono Mario,preario
Buonasera io sono Mario,pero io io bar
Piacere Luigi come stai,pero io io stai
Tutto bene tu,pgrai lo
