Truth,Decoded
Salve quanto costa quell articolo,a beteuanrocteo
E in offerta costa dieci euro,e grazie
Tutto bene grazie,sret lei
Prendiamo un caffe al bar,prendiamo un come almar
"Certo volentieri, io lo prendero macchiato",prutiai
A che ora arriva il pullman,e grazie rive a
Dovrebbe arrivare tra qualche minuto,vrento crovgrerie certo
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,prutor e lo autista
Va bene grazie lo stesso,e gratrito
Prego,sgregi
Perfetto vorrei comprarne due.,tra lo tra lo
Certo ecco a lei vuole un sacchetto,granidiavi ataito
Si grazie e arrivederci,sireazi
Le auguro una buona giornata,sareuoarto io cuvale all
Buongiorno io sono Mario,euro so mario
Buonasera io sono Mario,prego lo sono mario
Piacere Luigi come stai,pero io io lo stai
Tutto bene tu,bene e lo
