Truth,Decoded
Salve quanto costa quell articolo,vabeugroto
E in offerta costa dieci euro,pigruiei
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,perendaoa a caffe al bar
"Certo volentieri, io lo prendero macchiato",pero
A che ora arriva il pullman,si lei bene e a
Dovrebbe arrivare tra qualche minuto,bene io lo grazie certo
Quanto costa il biglietto,e gruatrti
Purtroppo non lo so pero potresti chiedere all autista,pieretr e autista
Va bene grazie lo stesso,e lei lo
Prego,pigregi
Perfetto vorrei comprarne due.,pero e rarelio
Certo ecco a lei vuole un sacchetto,e grazie e
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,peretr io lo io ciomar
Buongiorno io sono Mario,preario
Buonasera io sono Mario,prego io io lo lo a
Piacere Luigi come stai,pero e io io stai
Tutto bene tu,e grazie e lo
