Truth,Decoded
Salve quanto costa quell articolo,a lauanro io
E in offerta costa dieci euro,e grazie
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",prutr
A che ora arriva il pullman,e grazie riae bar
Dovrebbe arrivare tra qualche minuto,va bene grazie certo
Quanto costa il biglietto,e stai
Purtroppo non lo so pero potresti chiedere all autista,pero e lo a
Va bene grazie lo stesso,e a lo
Prego,pgrui
Perfetto vorrei comprarne due.,tra eoearilo
Certo ecco a lei vuole un sacchetto,e grazie lo so
Si grazie e arrivederci,pireri
Le auguro una buona giornata,pareorto io come a
Buongiorno io sono Mario,prugario
Buonasera io sono Mario,prego io sono io
Piacere Luigi come stai,pero si si stai
Tutto bene tu,un e io
