Truth,Decoded
Salve quanto costa quell articolo,lhetiduantr coctmeilo
E in offerta costa dieci euro,e grazie si
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",praiar
A che ora arriva il pullman,e grazie rive bar
Dovrebbe arrivare tra qualche minuto,drent euro grazie iecnuro
Quanto costa il biglietto,tra io lei
Purtroppo non lo so pero potresti chiedere all autista,prego e lo pero e lo autista
Va bene grazie lo stesso,e grairi ciceti
Prego,prego
Perfetto vorrei comprarne due.,e razirocriarici io
Certo ecco a lei vuole un sacchetto,e grenidoaco atasieico
Si grazie e arrivederci,pireti
Le auguro una buona giornata,perfetto tutto a come tra
Buongiorno io sono Mario,pruongio so mario
Buonasera io sono Mario,prego io so bar
Piacere Luigi come stai,pero io come stai
Tutto bene tu,rfetlto
