Truth,Decoded
Salve quanto costa quell articolo,a bene uarocostso
E in offerta costa dieci euro,e grazie e
Tutto bene grazie,e e si
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,si grazie arriva e e
Dovrebbe arrivare tra qualche minuto,bene io grazie euro
Quanto costa il biglietto,e ratrti
Purtroppo non lo so pero potresti chiedere all autista,certo tra e lo autista
Va bene grazie lo stesso,e rericl lo
Prego,pero
Perfetto vorrei comprarne due.,e a voeriarin io
Certo ecco a lei vuole un sacchetto,va grenivi io
Si grazie e arrivederci,pireie lei
Le auguro una buona giornata,pero io io come a
Buongiorno io sono Mario,prego io io
Buonasera io sono Mario,prego gicr so a
Piacere Luigi come stai,pieren io si io stai
Tutto bene tu,e io io
