Truth,Decoded
Salve quanto costa quell articolo,sareuatroco
E in offerta costa dieci euro,pigraiei
Tutto bene grazie,pero a
Prendiamo un caffe al bar,pvrenamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",tra tra
A che ora arriva il pullman,e graiarie bar
Dovrebbe arrivare tra qualche minuto,e bene lo grazie tutto
Quanto costa il biglietto,e stai
Purtroppo non lo so pero potresti chiedere all autista,pero stai
Va bene grazie lo stesso,e mario
Prego,pero
Perfetto vorrei comprarne due.,tra voerarilo
Certo ecco a lei vuole un sacchetto,e grazie certo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pareorto lo lo a
Buongiorno io sono Mario,preario
Buonasera io sono Mario,prego io a
Piacere Luigi come stai,pero io si lo stai
Tutto bene tu,a e lo
