Truth,Decoded
Salve quanto costa quell articolo,a bene artococtei
E in offerta costa dieci euro,e grazie e
Tutto bene grazie,e e grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pratier
A che ora arriva il pullman,e grazie ctovfe spactar
Dovrebbe arrivare tra qualche minuto,e bene io ciovrari io
Quanto costa il biglietto,si grateti
Purtroppo non lo so pero potresti chiedere all autista,prutoe io e il autista
Va bene grazie lo stesso,e grairei lei
Prego,pgrati
Perfetto vorrei comprarne due.,sreazt io cririeni lo lo
Certo ecco a lei vuole un sacchetto,e graifvi atasieicto
Si grazie e arrivederci,si retrti
Le auguro una buona giornata,piaeretioao io come artar
Buongiorno io sono Mario,e io
Buonasera io sono Mario,prenifi a so io
Piacere Luigi come stai,perenilui io io stai
Tutto bene tu,ratiel io
