Truth,Decoded
Salve quanto costa quell articolo,si dieci pero cocteo
E in offerta costa dieci euro,si grazie
Tutto bene grazie,pero a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pratiar
A che ora arriva il pullman,si grazie rivfe un
Dovrebbe arrivare tra qualche minuto,va bene lo vgfrcre iecnuto
Quanto costa il biglietto,pratiti
Purtroppo non lo so pero potresti chiedere all autista,prego come autista
Va bene grazie lo stesso,si grairigilto
Prego,si pero
Perfetto vorrei comprarne due.,e razti eroceriairieclto
Certo ecco a lei vuole un sacchetto,e graieavio aoasieco
Si grazie e arrivederci,pireiai
Le auguro una buona giornata,pierfetoa cimvfe bar
Buongiorno io sono Mario,pero io
Buonasera io sono Mario,prego lo sono io
Piacere Luigi come stai,piereil io io come stai
Tutto bene tu,ruatleo
