Truth,Decoded
Salve quanto costa quell articolo,e rairto
E in offerta costa dieci euro,preaziegi
Tutto bene grazie,pireai
Prendiamo un caffe al bar,prendiamo a caffe bar
"Certo volentieri, io lo prendero macchiato",preiai
A che ora arriva il pullman,e raire io
Dovrebbe arrivare tra qualche minuto,prego crogfrarie tutto
Quanto costa il biglietto,pruti
Purtroppo non lo so pero potresti chiedere all autista,piretrai
Va bene grazie lo stesso,sreireti
Prego,prego
Perfetto vorrei comprarne due.,preazirerio
Certo ecco a lei vuole un sacchetto,grazie certo
Si grazie e arrivederci,pireti
Le auguro una buona giornata,pero a e e stai
Buongiorno io sono Mario,preario
Buonasera io sono Mario,tra io mario
Piacere Luigi come stai,pero si e stai
Tutto bene tu,pero io
