Truth,Decoded
Salve quanto costa quell articolo,e reiato certo
E in offerta costa dieci euro,pgruaiegi
Tutto bene grazie,pireai
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e reaireae a
Dovrebbe arrivare tra qualche minuto,prego grazie euro
Quanto costa il biglietto,pruatai
Purtroppo non lo so pero potresti chiedere all autista,pieret a
Va bene grazie lo stesso,pero lo
Prego,prego
Perfetto vorrei comprarne due.,e oerarilo
Certo ecco a lei vuole un sacchetto,e grazie lo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pero ocoear
Buongiorno io sono Mario,pruario
Buonasera io sono Mario,pero io io
Piacere Luigi come stai,pero io e stai
Tutto bene tu,pero si
