Truth,Decoded
Salve quanto costa quell articolo,e rantroto
E in offerta costa dieci euro,pigruiei
Tutto bene grazie,pigruti
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pero
A che ora arriva il pullman,e graea e a
Dovrebbe arrivare tra qualche minuto,bene io grazie lo
Quanto costa il biglietto,e stai
Purtroppo non lo so pero potresti chiedere all autista,pigruta
Va bene grazie lo stesso,e a lo
Prego,pigrei
Perfetto vorrei comprarne due.,tra mario
Certo ecco a lei vuole un sacchetto,e tra lo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pratrto io bar
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pero so a
Piacere Luigi come stai,pero io e stai
Tutto bene tu,stai e lo
