Truth,Decoded
Salve quanto costa quell articolo,sirartu
E in offerta costa dieci euro,pigruieai
Tutto bene grazie,pigreai
Prendiamo un caffe al bar,pero io a e bar
"Certo volentieri, io lo prendero macchiato",pigruai
A che ora arriva il pullman,si e a
Dovrebbe arrivare tra qualche minuto,prego e e lei lo
Quanto costa il biglietto,si grurti
Purtroppo non lo so pero potresti chiedere all autista,pigretai
Va bene grazie lo stesso,pigre si
Prego,pigruai
Perfetto vorrei comprarne due.,pero lei
Certo ecco a lei vuole un sacchetto,sigraizi si
Si grazie e arrivederci,pigruai
Le auguro una buona giornata,pirer e bar
Buongiorno io sono Mario,pruario
Buonasera io sono Mario,preiair
Piacere Luigi come stai,piereretai
Tutto bene tu,pireze lei
