Truth,Decoded
Salve quanto costa quell articolo,a betuaerecsteo
E in offerta costa dieci euro,si grazie
Tutto bene grazie,pretai
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pruiar
A che ora arriva il pullman,e grazie rive a
Dovrebbe arrivare tra qualche minuto,due crovcrerie certo
Quanto costa il biglietto,pruati
Purtroppo non lo so pero potresti chiedere all autista,pirutr e lo autista
Va bene grazie lo stesso,e graigito
Prego,sigrazi
Perfetto vorrei comprarne due.,si razierocriai lo
Certo ecco a lei vuole un sacchetto,graidivci atasio
Si grazie e arrivederci,pireiai
Le auguro una buona giornata,piaereoro io come tra
Buongiorno io sono Mario,prugaio
Buonasera io sono Mario,tra lo un io
Piacere Luigi come stai,pero si come stai
Tutto bene tu,tra lo
