Truth,Decoded
Salve quanto costa quell articolo,a ragro io
E in offerta costa dieci euro,pigrazietr
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,prendiamo a caffe al bar
"Certo volentieri, io lo prendero macchiato",pgrear
A che ora arriva il pullman,e grazie a
Dovrebbe arrivare tra qualche minuto,prendero grazie certo
Quanto costa il biglietto,e stai
Purtroppo non lo so pero potresti chiedere all autista,pieret a
Va bene grazie lo stesso,e graito
Prego,pirei
Perfetto vorrei comprarne due.,e orarir
Certo ecco a lei vuole un sacchetto,e grazie casito
Si grazie e arrivederci,pireai
Le auguro una buona giornata,peretrociar
Buongiorno io sono Mario,pregario
Buonasera io sono Mario,pero bar
Piacere Luigi come stai,pero si e stai
Tutto bene tu,sgrae lo
