Truth,Decoded
Salve quanto costa quell articolo,e grazie uaercrto
E in offerta costa dieci euro,e grazie
Tutto bene grazie,pireai
Prendiamo un caffe al bar,prendiamo un caffe bar
"Certo volentieri, io lo prendero macchiato",pruai
A che ora arriva il pullman,si grazie riveo stai
Dovrebbe arrivare tra qualche minuto,prente lo grlreto
Quanto costa il biglietto,piruati
Purtroppo non lo so pero potresti chiedere all autista,piretr crerl autista
Va bene grazie lo stesso,si graireri
Prego,pero
Perfetto vorrei comprarne due.,pirezi eroerericlr
Certo ecco a lei vuole un sacchetto,si grazeaei cosoei
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pero oadioe tra
Buongiorno io sono Mario,pruario
Buonasera io sono Mario,pero so io
Piacere Luigi come stai,pierel come stai
Tutto bene tu,sigregi
