Truth,Decoded
Salve quanto costa quell articolo,a retuanercoteo
E in offerta costa dieci euro,e grazie
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pruatai
A che ora arriva il pullman,e grazie rive e un
Dovrebbe arrivare tra qualche minuto,prego ciovgrerie minuto
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,prutr e lo autista
Va bene grazie lo stesso,e graito
Prego,e prego
Perfetto vorrei comprarne due.,si grazie erosrtriari e lo
Certo ecco a lei vuole un sacchetto,e graiavi gaoavieto
Si grazie e arrivederci,sireiai
Le auguro una buona giornata,paereoaro a civle all
Buongiorno io sono Mario,bruogrario
Buonasera io sono Mario,prego lo sono io
Piacere Luigi come stai,piereli io come stai
Tutto bene tu,praoe e lo
