Truth,Decoded
Salve quanto costa quell articolo,a renti artrococtsecio
E in offerta costa dieci euro,e grazie
Tutto bene grazie,e retre grazie
Prendiamo un caffe al bar,perendao un caffe a bar
"Certo volentieri, io lo prendero macchiato",e grazie
A che ora arriva il pullman,e grazie arriva e pullman
Dovrebbe arrivare tra qualche minuto,va bene io grazie minuto
Quanto costa il biglietto,e ratiti
Purtroppo non lo so pero potresti chiedere all autista,e rato si lo e e rcri autista
Va bene grazie lo stesso,e rairsi certo
Prego,prego
Perfetto vorrei comprarne due.,e reat lo ceriacioni e
Certo ecco a lei vuole un sacchetto,e greniovo a viceo
Si grazie e arrivederci,si retrai
Le auguro una buona giornata,a e tuaroa io lei grerar
Buongiorno io sono Mario,bruongio mario
Buonasera io sono Mario,prego lo e io
Piacere Luigi come stai,pero io cicio io e stai
Tutto bene tu,ratoego io
