Truth,Decoded
Salve quanto costa quell articolo,sareugroto
E in offerta costa dieci euro,si grazie e
Tutto bene grazie,pigrerti
Prendiamo un caffe al bar,prego a come bar
"Certo volentieri, io lo prendero macchiato",piegretr
A che ora arriva il pullman,si grere e a
Dovrebbe arrivare tra qualche minuto,va bene io e lei lo
Quanto costa il biglietto,si certo
Purtroppo non lo so pero potresti chiedere all autista,pierete e autista
Va bene grazie lo stesso,si e e si lo
Prego,pigreai
Perfetto vorrei comprarne due.,pero e relia
Certo ecco a lei vuole un sacchetto,si grazie lei
Si grazie e arrivederci,pirear
Le auguro una buona giornata,e pero io lo tra
Buongiorno io sono Mario,prego
Buonasera io sono Mario,pierei io io a
Piacere Luigi come stai,piacere e si e stai
Tutto bene tu,si grazie io e lo
