Truth,Decoded
Salve quanto costa quell articolo,e raiuarocto
E in offerta costa dieci euro,pereziegi
Tutto bene grazie,e a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",preiae
A che ora arriva il pullman,e grazie arrivare bar
Dovrebbe arrivare tra qualche minuto,pbreneo io e tutto
Quanto costa il biglietto,peratrti
Purtroppo non lo so pero potresti chiedere all autista,pierete e e autista
Va bene grazie lo stesso,e tra io
Prego,prego
Perfetto vorrei comprarne due.,pero roeririle
Certo ecco a lei vuole un sacchetto,e graivi che si
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,piaeretoro io come tra
Buongiorno io sono Mario,preario
Buonasera io sono Mario,prenior io so io
Piacere Luigi come stai,pero si lo stai
Tutto bene tu,tra e io
