Truth,Decoded
Salve quanto costa quell articolo,siragrto
E in offerta costa dieci euro,pigrueai
Tutto bene grazie,pigruti
Prendiamo un caffe al bar,e a a e bar
"Certo volentieri, io lo prendero macchiato",sigruti
A che ora arriva il pullman,pigreti
Dovrebbe arrivare tra qualche minuto,stai iaie lo
Quanto costa il biglietto,pigruti
Purtroppo non lo so pero potresti chiedere all autista,pigreti
Va bene grazie lo stesso,pigrui
Prego,pigruai
Perfetto vorrei comprarne due.,pirue e io
Certo ecco a lei vuole un sacchetto,sigruze si
Si grazie e arrivederci,pigruai
Le auguro una buona giornata,pigrur si
Buongiorno io sono Mario,pigrugo
Buonasera io sono Mario,prego
Piacere Luigi come stai,pireai
Tutto bene tu,pigruze e
