Truth,Decoded
Salve quanto costa quell articolo,sirero
E in offerta costa dieci euro,pigrui a
Tutto bene grazie,pireai
Prendiamo un caffe al bar,perenedao a come a
"Certo volentieri, io lo prendero macchiato",pigreti
A che ora arriva il pullman,si grer si
Dovrebbe arrivare tra qualche minuto,prendero e grazie lo
Quanto costa il biglietto,si grurti
Purtroppo non lo so pero potresti chiedere all autista,pigretar
Va bene grazie lo stesso,si io
Prego,pigreai
Perfetto vorrei comprarne due.,piacere e e io
Certo ecco a lei vuole un sacchetto,si grazie stai
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pirer io tra
Buongiorno io sono Mario,prego
Buonasera io sono Mario,prego a
Piacere Luigi come stai,pierer a
Tutto bene tu,sirei e e si
