Truth,Decoded
Salve quanto costa quell articolo,si ragrto
E in offerta costa dieci euro,pigruieai
Tutto bene grazie,si greai
Prendiamo un caffe al bar,pero io tra come a
"Certo volentieri, io lo prendero macchiato",si gruai
A che ora arriva il pullman,si e e a
Dovrebbe arrivare tra qualche minuto,prego e e io lo
Quanto costa il biglietto,si grurti
Purtroppo non lo so pero potresti chiedere all autista,pigre un
Va bene grazie lo stesso,si grui io
Prego,pigruai
Perfetto vorrei comprarne due.,piruoe e due io
Certo ecco a lei vuole un sacchetto,si graiui e si
Si grazie e arrivederci,io gruai
Le auguro una buona giornata,si mario io stai
Buongiorno io sono Mario,pgrugi
Buonasera io sono Mario,preirar
Piacere Luigi come stai,piacere e a
Tutto bene tu,si grazie e si
