Truth,Decoded
Salve quanto costa quell articolo,a lei uanrocostseo
E in offerta costa dieci euro,si grazie e e lei
Tutto bene grazie,e grut stai
Prendiamo un caffe al bar,prendiamo a come al bar
"Certo volentieri, io lo prendero macchiato",e due e
A che ora arriva il pullman,e grazie io arivaol un e
Dovrebbe arrivare tra qualche minuto,e bene io lo grere certo
Quanto costa il biglietto,si tra e si
Purtroppo non lo so pero potresti chiedere all autista,prut io io io e lo autista
Va bene grazie lo stesso,e tra si il lo
Prego,pirei
Perfetto vorrei comprarne due.,e e lo e mario lo lo lo
Certo ecco a lei vuole un sacchetto,e grazie e stai stai
Si grazie e arrivederci,si lei
Le auguro una buona giornata,piacere io quanto io come grltr
Buongiorno io sono Mario,prugoao
Buonasera io sono Mario,e grazie io ora lo so a
Piacere Luigi come stai,piacere io io io stai
Tutto bene tu,a io bene lo
