Truth,Decoded
Salve quanto costa quell articolo,a lei pero cocteo
E in offerta costa dieci euro,si grazie
Tutto bene grazie,si gret a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pgraziar
A che ora arriva il pullman,si grazie rivfeie e un
Dovrebbe arrivare tra qualche minuto,va bene io gfrerie certo
Quanto costa il biglietto,si stai
Purtroppo non lo so pero potresti chiedere all autista,si un e come e il autista
Va bene grazie lo stesso,si gratigleto
Prego,e grazie
Perfetto vorrei comprarne due.,si grazie eroertriarieclr
Certo ecco a lei vuole un sacchetto,si graieavi atasieo
Si grazie e arrivederci,si reiti
Le auguro una buona giornata,piacere quanto cimvfe artar
Buongiorno io sono Mario,pero io
Buonasera io sono Mario,prenirco sono io
Piacere Luigi come stai,piacereilui io io e stai
Tutto bene tu,e ruat le io
