Truth,Decoded
Salve quanto costa quell articolo,io tu si a
E in offerta costa dieci euro,io stai
Tutto bene grazie,io io
Prendiamo un caffe al bar,io si io
"Certo volentieri, io lo prendero macchiato",io a io
A che ora arriva il pullman,roraeao
Dovrebbe arrivare tra qualche minuto,ora a a io
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,pero io io io io a so
Va bene grazie lo stesso,io io il a io
Prego,sono
Perfetto vorrei comprarne due.,pero io
Certo ecco a lei vuole un sacchetto,io a a io
Si grazie e arrivederci,pero a rasao
Le auguro una buona giornata,roriri io
Buongiorno io sono Mario,rotrti
Buonasera io sono Mario,io ririrao
Piacere Luigi come stai,ora a io
Tutto bene tu,io io
