Truth,Decoded
Salve quanto costa quell articolo,e a si io
E in offerta costa dieci euro,pero bene certo
Tutto bene grazie,e io
Prendiamo un caffe al bar,retr a certo
"Certo volentieri, io lo prendero macchiato",io e a io
A che ora arriva il pullman,tra io
Dovrebbe arrivare tra qualche minuto,e e ora lo
Quanto costa il biglietto,io io pero
Purtroppo non lo so pero potresti chiedere all autista,tu io io io e erereae
Va bene grazie lo stesso,e io e rato
Prego,io
Perfetto vorrei comprarne due.,bene io
Certo ecco a lei vuole un sacchetto,io agre io
Si grazie e arrivederci,io araesto
Le auguro una buona giornata,e si io
Buongiorno io sono Mario,io a
Buonasera io sono Mario,uigreao
Piacere Luigi come stai,euro a io
Tutto bene tu,io io
