Truth,Decoded
Salve quanto costa quell articolo,io io so si io
E in offerta costa dieci euro,e e sono
Tutto bene grazie,a e tra
Prendiamo un caffe al bar,pero io lo
"Certo volentieri, io lo prendero macchiato",reoriroemecto
A che ora arriva il pullman,e al io
Dovrebbe arrivare tra qualche minuto,retre ora al e io
Quanto costa il biglietto,io io iegeato
Purtroppo non lo so pero potresti chiedere all autista,pero io io io e io e lo tutto
Va bene grazie lo stesso,a gegre lo
Prego,io
Perfetto vorrei comprarne due.,preoreuo
Certo ecco a lei vuole un sacchetto,io a a a a io
Si grazie e arrivederci,due mario
Le auguro una buona giornata,tu un io io
Buongiorno io sono Mario,io oato
Buonasera io sono Mario,e e io
Piacere Luigi come stai,pueoe io
Tutto bene tu,io
