Truth,Decoded
Salve quanto costa quell articolo,setce e a a e un
E in offerta costa dieci euro,lo e a e e non
Tutto bene grazie,setce e tu a io un
Prendiamo un caffe al bar,seace e a lo io un
"Certo volentieri, io lo prendero macchiato",setce gren in lo e non
A che ora arriva il pullman,lo gren a lo e io
Dovrebbe arrivare tra qualche minuto,setc e a e e un
Quanto costa il biglietto,setce le io lo e in
Purtroppo non lo so pero potresti chiedere all autista,setce le a a e un
Va bene grazie lo stesso,setce e un lo e sono
Prego,setce le bar a tra io
Perfetto vorrei comprarne due.,setce e a a tra sono
Certo ecco a lei vuole un sacchetto,e e a lo e e
Si grazie e arrivederci,setc le a a e e
Le auguro una buona giornata,lo e a e io bene
Buongiorno io sono Mario,setce gren a a ora un
Buonasera io sono Mario,setce e a a io un
Piacere Luigi come stai,setce le io a io in
Tutto bene tu,setce le io a io sono
