Truth,Decoded
Salve quanto costa quell articolo,pero io
E in offerta costa dieci euro,io a a a io
Tutto bene grazie,io pero
Prendiamo un caffe al bar,io a a io
"Certo volentieri, io lo prendero macchiato",io io io a
A che ora arriva il pullman,io a a io
Dovrebbe arrivare tra qualche minuto,io a auaio
Quanto costa il biglietto,io io io io
Purtroppo non lo so pero potresti chiedere all autista,ora io io lo e io
Va bene grazie lo stesso,io si io
Prego,io
Perfetto vorrei comprarne due.,pero io
Certo ecco a lei vuole un sacchetto,io io a io
Si grazie e arrivederci,io mario
Le auguro una buona giornata,puoaleo
Buongiorno io sono Mario,puoai
Buonasera io sono Mario,io io
Piacere Luigi come stai,io io
Tutto bene tu,io
