Truth,Decoded
Salve quanto costa quell articolo,euro io io
E in offerta costa dieci euro,io a e io
Tutto bene grazie,io io
Prendiamo un caffe al bar,io a a io
"Certo volentieri, io lo prendero macchiato",io a io a io
A che ora arriva il pullman,a a a io
Dovrebbe arrivare tra qualche minuto,io e mario
Quanto costa il biglietto,io io io
Purtroppo non lo so pero potresti chiedere all autista,io io io io e a a
Va bene grazie lo stesso,io a io
Prego,io
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,io a a io a io
Si grazie e arrivederci,a rato
Le auguro una buona giornata,puoao io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,io io
Piacere Luigi come stai,euro io
Tutto bene tu,io
