Truth,Decoded
Salve quanto costa quell articolo,io io io
E in offerta costa dieci euro,io e stai
Tutto bene grazie,io io
Prendiamo un caffe al bar,io a io
"Certo volentieri, io lo prendero macchiato",io a io
A che ora arriva il pullman,raeo
Dovrebbe arrivare tra qualche minuto,io e a io
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,ora io io io euro
Va bene grazie lo stesso,a io a io
Prego,io
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,io a io
Si grazie e arrivederci,pero rararo
Le auguro una buona giornata,io si io
Buongiorno io sono Mario,io tu
Buonasera io sono Mario,io
Piacere Luigi come stai,sono io
Tutto bene tu,io io
