Truth,Decoded
Salve quanto costa quell articolo,e io a a io
E in offerta costa dieci euro,bene e certo
Tutto bene grazie,un stai
Prendiamo un caffe al bar,pretra a rerati
"Certo volentieri, io lo prendero macchiato",pero io seaecato
A che ora arriva il pullman,preral bene
Dovrebbe arrivare tra qualche minuto,e e arara certo
Quanto costa il biglietto,prego io certo
Purtroppo non lo so pero potresti chiedere all autista,ora io io io e rererireliate
Va bene grazie lo stesso,e io bene certo
Prego,io
Perfetto vorrei comprarne due.,reomero
Certo ecco a lei vuole un sacchetto,e a agre io
Si grazie e arrivederci,e e arara
Le auguro una buona giornata,e ora io
Buongiorno io sono Mario,preoato
Buonasera io sono Mario,luigi io
Piacere Luigi come stai,preori a stai
Tutto bene tu,io io
