Truth,Decoded
Salve quanto costa quell articolo,io a io a
E in offerta costa dieci euro,io e e a
Tutto bene grazie,io io
Prendiamo un caffe al bar,io a a io
"Certo volentieri, io lo prendero macchiato",e a io
A che ora arriva il pullman,tra io
Dovrebbe arrivare tra qualche minuto,io e ora lo
Quanto costa il biglietto,io io io
Purtroppo non lo so pero potresti chiedere all autista,tu io io io e io
Va bene grazie lo stesso,a io e io
Prego,io
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,io a a io
Si grazie e arrivederci,io bar io
Le auguro una buona giornata,io si so
Buongiorno io sono Mario,io io
Buonasera io sono Mario,a pero
Piacere Luigi come stai,ora io
Tutto bene tu,io io
