Truth,Decoded
Salve quanto costa quell articolo,e a a a
E in offerta costa dieci euro,e e rereiti
Tutto bene grazie,e io
Prendiamo un caffe al bar,e a pero
"Certo volentieri, io lo prendero macchiato",io a a io
A che ora arriva il pullman,io
Dovrebbe arrivare tra qualche minuto,io e ora io
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,tu io io io rerei
Va bene grazie lo stesso,a io rereao
Prego,io
Perfetto vorrei comprarne due.,sono
Certo ecco a lei vuole un sacchetto,io a a io
Si grazie e arrivederci,io ararato
Le auguro una buona giornata,io si io
Buongiorno io sono Mario,io a
Buonasera io sono Mario,pero
Piacere Luigi come stai,ora io
Tutto bene tu,io io
