Truth,Decoded
Salve quanto costa quell articolo,e io io
E in offerta costa dieci euro,e certo
Tutto bene grazie,io rato
Prendiamo un caffe al bar,pero io io
"Certo volentieri, io lo prendero macchiato",reori e e io
A che ora arriva il pullman,io a io
Dovrebbe arrivare tra qualche minuto,io a io
Quanto costa il biglietto,io io riato
Purtroppo non lo so pero potresti chiedere all autista,io io io lo le lo io
Va bene grazie lo stesso,io raeo
Prego,io
Perfetto vorrei comprarne due.,preoreito
Certo ecco a lei vuole un sacchetto,io a a io io
Si grazie e arrivederci,tu rato
Le auguro una buona giornata,puoauo io
Buongiorno io sono Mario,io mario
Buonasera io sono Mario,io io
Piacere Luigi come stai,un io
Tutto bene tu,pero
