Truth,Decoded
Salve quanto costa quell articolo,e io io io io
E in offerta costa dieci euro,pero rereuto
Tutto bene grazie,pero e rato
Prendiamo un caffe al bar,pero a e a
"Certo volentieri, io lo prendero macchiato",pero io a certo
A che ora arriva il pullman,preral certo
Dovrebbe arrivare tra qualche minuto,e e a a e io
Quanto costa il biglietto,prego io certo
Purtroppo non lo so pero potresti chiedere all autista,ora io io io e ererereliate
Va bene grazie lo stesso,e io bene rieto
Prego,io
Perfetto vorrei comprarne due.,bene io
Certo ecco a lei vuole un sacchetto,e a a io
Si grazie e arrivederci,e e ararato
Le auguro una buona giornata,e a io io
Buongiorno io sono Mario,pero io
Buonasera io sono Mario,lei certo
Piacere Luigi come stai,pero a a
Tutto bene tu,io io
