Truth,Decoded
Salve quanto costa quell articolo,pero io io si io
E in offerta costa dieci euro,e a e io
Tutto bene grazie,io rato
Prendiamo un caffe al bar,pero a io rato
"Certo volentieri, io lo prendero macchiato",reori e e io
A che ora arriva il pullman,e a io
Dovrebbe arrivare tra qualche minuto,e io a ora lo io
Quanto costa il biglietto,io io io io
Purtroppo non lo so pero potresti chiedere all autista,pero io io io le le che io
Va bene grazie lo stesso,e releo
Prego,io
Perfetto vorrei comprarne due.,preoreuito
Certo ecco a lei vuole un sacchetto,io a a io a io
Si grazie e arrivederci,due certo
Le auguro una buona giornata,puoauo io
Buongiorno io sono Mario,io io io
Buonasera io sono Mario,pero e io
Piacere Luigi come stai,pero e io
Tutto bene tu,pero
