Truth,Decoded
Salve quanto costa quell articolo,certo io so si io
E in offerta costa dieci euro,e e so
Tutto bene grazie,a e stai
Prendiamo un caffe al bar,io io a
"Certo volentieri, io lo prendero macchiato",reori io pero certo
A che ora arriva il pullman,e ora io
Dovrebbe arrivare tra qualche minuto,e a ora ora al io
Quanto costa il biglietto,io io begrato
Purtroppo non lo so pero potresti chiedere all autista,pero io io io lo e e lo tutto
Va bene grazie lo stesso,a bene io
Prego,euro
Perfetto vorrei comprarne due.,reore io
Certo ecco a lei vuole un sacchetto,io a a lo io
Si grazie e arrivederci,due mario
Le auguro una buona giornata,puguon igata
Buongiorno io sono Mario,io io mario
Buonasera io sono Mario,io mario
Piacere Luigi come stai,pero a
Tutto bene tu,a bene
