Truth,Decoded
Salve quanto costa quell articolo,vrtrtrt io
E in offerta costa dieci euro,ertrt e io si io
Tutto bene grazie,rtie e io prego
Prendiamo un caffe al bar,io a io e si pero
"Certo volentieri, io lo prendero macchiato",io a e si io
A che ora arriva il pullman,io si aiegaen a io
Dovrebbe arrivare tra qualche minuto,io io aielio
Quanto costa il biglietto,io io io io io
Purtroppo non lo so pero potresti chiedere all autista,prti a a so
Va bene grazie lo stesso,ora si io so
Prego,prtue io io
Perfetto vorrei comprarne due.,vrtit ransto
Certo ecco a lei vuole un sacchetto,io io aiae io
Si grazie e arrivederci,io tu io
Le auguro una buona giornata,ora giaenevo
Buongiorno io sono Mario,ora io
Buonasera io sono Mario,io io a io
Piacere Luigi come stai,ora va io
Tutto bene tu,pero gitso
