Truth,Decoded
Salve quanto costa quell articolo,pero io
E in offerta costa dieci euro,io a io riti
Tutto bene grazie,io pero
Prendiamo un caffe al bar,io e io
"Certo volentieri, io lo prendero macchiato",io io e a
A che ora arriva il pullman,ora io
Dovrebbe arrivare tra qualche minuto,a io aeouo
Quanto costa il biglietto,a io io io
Purtroppo non lo so pero potresti chiedere all autista,prego io a tu
Va bene grazie lo stesso,pero si io
Prego,io
Perfetto vorrei comprarne due.,proirto
Certo ecco a lei vuole un sacchetto,ora a io
Si grazie e arrivederci,rorirai
Le auguro una buona giornata,pero bene
Buongiorno io sono Mario,roroai
Buonasera io sono Mario,io io
Piacere Luigi come stai,prego
Tutto bene tu,pero
