Truth,Decoded
Salve quanto costa quell articolo,euro io
E in offerta costa dieci euro,e e io
Tutto bene grazie,a io
Prendiamo un caffe al bar,io io a io
"Certo volentieri, io lo prendero macchiato",io a e io
A che ora arriva il pullman,a a io
Dovrebbe arrivare tra qualche minuto,io e io
Quanto costa il biglietto,a io io
Purtroppo non lo so pero potresti chiedere all autista,io io io si lo io
Va bene grazie lo stesso,io lo
Prego,io
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,io a a io
Si grazie e arrivederci,a io
Le auguro una buona giornata,uoaoeo
Buongiorno io sono Mario,stai
Buonasera io sono Mario,io io
Piacere Luigi come stai,io io
Tutto bene tu,io
