Truth,Decoded
Salve quanto costa quell articolo,e io io io io
E in offerta costa dieci euro,io bene e e io
Tutto bene grazie,un e io
Prendiamo un caffe al bar,pero a e io
"Certo volentieri, io lo prendero macchiato",pero io a certo
A che ora arriva il pullman,prerae io
Dovrebbe arrivare tra qualche minuto,e e a raleuto
Quanto costa il biglietto,pero certo
Purtroppo non lo so pero potresti chiedere all autista,pero io io e ererereuate
Va bene grazie lo stesso,e e certo
Prego,certo
Perfetto vorrei comprarne due.,bene io
Certo ecco a lei vuole un sacchetto,e a agre io
Si grazie e arrivederci,pero aresto
Le auguro una buona giornata,e a io io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,lei io
Piacere Luigi come stai,pero stai
Tutto bene tu,io io
