Truth,Decoded
Salve quanto costa quell articolo,e io io
E in offerta costa dieci euro,e a so
Tutto bene grazie,io rato
Prendiamo un caffe al bar,pero a io
"Certo volentieri, io lo prendero macchiato",io a io io
A che ora arriva il pullman,a a io
Dovrebbe arrivare tra qualche minuto,io a a io
Quanto costa il biglietto,a io io io
Purtroppo non lo so pero potresti chiedere all autista,io io io io le e io
Va bene grazie lo stesso,io io
Prego,io
Perfetto vorrei comprarne due.,pero io
Certo ecco a lei vuole un sacchetto,io a a a io
Si grazie e arrivederci,a rato
Le auguro una buona giornata,pero io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,io io
Piacere Luigi come stai,due io
Tutto bene tu,tutto
