Truth,Decoded
Salve quanto costa quell articolo,e io io so a io
E in offerta costa dieci euro,e e io
Tutto bene grazie,a e stai
Prendiamo un caffe al bar,pero io lei
"Certo volentieri, io lo prendero macchiato",e ora io io e io
A che ora arriva il pullman,e ora io
Dovrebbe arrivare tra qualche minuto,e io a ora al io
Quanto costa il biglietto,io io igiato
Purtroppo non lo so pero potresti chiedere all autista,pero io io io io e si e lo utiato
Va bene grazie lo stesso,a bene lo
Prego,io
Perfetto vorrei comprarne due.,euro io
Certo ecco a lei vuole un sacchetto,io a a io a io
Si grazie e arrivederci,due mario
Le auguro una buona giornata,prego un io giata
Buongiorno io sono Mario,io io io
Buonasera io sono Mario,pero io io
Piacere Luigi come stai,pero a
Tutto bene tu,a bene
