Truth,Decoded
Salve quanto costa quell articolo,mario a io io
E in offerta costa dieci euro,si ora
Tutto bene grazie,io io
Prendiamo un caffe al bar,io si a io
"Certo volentieri, io lo prendero macchiato",tu io io
A che ora arriva il pullman,si io io
Dovrebbe arrivare tra qualche minuto,io si si si si io
Quanto costa il biglietto,a io io
Purtroppo non lo so pero potresti chiedere all autista,tu io si io
Va bene grazie lo stesso,io si a io
Prego,stai
Perfetto vorrei comprarne due.,io io io
Certo ecco a lei vuole un sacchetto,tra io io io
Si grazie e arrivederci,a a si si io
Le auguro una buona giornata,mario
Buongiorno io sono Mario,io
Buonasera io sono Mario,a io io
Piacere Luigi come stai,stai io io
Tutto bene tu,io
