Truth,Decoded
Salve quanto costa quell articolo,io io io io
E in offerta costa dieci euro,io rerereto
Tutto bene grazie,io io
Prendiamo un caffe al bar,pero a pero
"Certo volentieri, io lo prendero macchiato",io e a io
A che ora arriva il pullman,tra io
Dovrebbe arrivare tra qualche minuto,io e ora lo
Quanto costa il biglietto,io io io
Purtroppo non lo so pero potresti chiedere all autista,tu io io io e erereuae
Va bene grazie lo stesso,e io e rato
Prego,io
Perfetto vorrei comprarne due.,bene io
Certo ecco a lei vuole un sacchetto,io agre io
Si grazie e arrivederci,io ararato
Le auguro una buona giornata,e si io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,bar io
Piacere Luigi come stai,euro a io
Tutto bene tu,io io
