Truth,Decoded
Salve quanto costa quell articolo,e e a io
E in offerta costa dieci euro,io rereati
Tutto bene grazie,io io
Prendiamo un caffe al bar,prtr a io
"Certo volentieri, io lo prendero macchiato",io a io
A che ora arriva il pullman,rtraeao
Dovrebbe arrivare tra qualche minuto,io e a lo
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,tu io io io euro
Va bene grazie lo stesso,e io e io
Prego,io
Perfetto vorrei comprarne due.,rtoro
Certo ecco a lei vuole un sacchetto,io a a io
Si grazie e arrivederci,e rarato
Le auguro una buona giornata,io a io
Buongiorno io sono Mario,io a
Buonasera io sono Mario,mario
Piacere Luigi come stai,ora io
Tutto bene tu,io io
