Truth,Decoded
Salve quanto costa quell articolo,e a si a
E in offerta costa dieci euro,io e e a
Tutto bene grazie,io io
Prendiamo un caffe al bar,io a io
"Certo volentieri, io lo prendero macchiato",io a io
A che ora arriva il pullman,tra
Dovrebbe arrivare tra qualche minuto,io e raralo
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,io io io rerero
Va bene grazie lo stesso,e io e io
Prego,io
Perfetto vorrei comprarne due.,sono
Certo ecco a lei vuole un sacchetto,io a a io
Si grazie e arrivederci,io rararao
Le auguro una buona giornata,ora io
Buongiorno io sono Mario,sono
Buonasera io sono Mario,rereao
Piacere Luigi come stai,io io
Tutto bene tu,sono
