Truth,Decoded
Salve quanto costa quell articolo,place bene a a e sono
E in offerta costa dieci euro,lo e a a si non
Tutto bene grazie,place bene io a so again
Prendiamo un caffe al bar,le le a lo eigx again
"Certo volentieri, io lo prendero macchiato",seace gren in a io non
A che ora arriva il pullman,lo gren a a un again
Dovrebbe arrivare tra qualche minuto,in bene a e bene non
Quanto costa il biglietto,place white io lo eight again
Purtroppo non lo so pero potresti chiedere all autista,place bluen a a io sono
Va bene grazie lo stesso,siace e un lo so sono
Prego,place bene io io bene sono
Perfetto vorrei comprarne due.,place e a a e so
Certo ecco a lei vuole un sacchetto,e e a a bene again
Si grazie e arrivederci,lo e a a so psosn
Le auguro una buona giornata,lo e a a si again
Buongiorno io sono Mario,e e e io lo tu sono
Buonasera io sono Mario,place e a lo io again
Piacere Luigi come stai,pince le bar a e again
Tutto bene tu,place le a a so sono
