Truth,Decoded
Salve quanto costa quell articolo,e io a si io
E in offerta costa dieci euro,e e so
Tutto bene grazie,a e stai
Prendiamo un caffe al bar,pero io a
"Certo volentieri, io lo prendero macchiato",reoririro e mario
A che ora arriva il pullman,e ora io
Dovrebbe arrivare tra qualche minuto,e io a ora al io
Quanto costa il biglietto,certo io iegrato
Purtroppo non lo so pero potresti chiedere all autista,pero io io io io le io che lo tutto
Va bene grazie lo stesso,e bene lo
Prego,euro
Perfetto vorrei comprarne due.,reore io
Certo ecco a lei vuole un sacchetto,e a a lo io
Si grazie e arrivederci,due mario
Le auguro una buona giornata,pueguon io gata
Buongiorno io sono Mario,io io mario
Buonasera io sono Mario,e io io
Piacere Luigi come stai,pero a
Tutto bene tu,un bene
