Truth,Decoded
Salve quanto costa quell articolo,e e a si io
E in offerta costa dieci euro,io e e certo
Tutto bene grazie,io e io
Prendiamo un caffe al bar,prego a certo
"Certo volentieri, io lo prendero macchiato",pero si e a io
A che ora arriva il pullman,pretrae io
Dovrebbe arrivare tra qualche minuto,e e a e il io
Quanto costa il biglietto,prego io certo
Purtroppo non lo so pero potresti chiedere all autista,ora io io io e ererereuae
Va bene grazie lo stesso,e io e certo
Prego,certo
Perfetto vorrei comprarne due.,reorero
Certo ecco a lei vuole un sacchetto,e si a io
Si grazie e arrivederci,e e ararato
Le auguro una buona giornata,e a io io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,luigi io
Piacere Luigi come stai,preori e a
Tutto bene tu,io io
