Truth,Decoded
Salve quanto costa quell articolo,io io io io
E in offerta costa dieci euro,e e certo
Tutto bene grazie,io rato
Prendiamo un caffe al bar,io io rato
"Certo volentieri, io lo prendero macchiato",lei io e io
A che ora arriva il pullman,ora io
Dovrebbe arrivare tra qualche minuto,io a ora io
Quanto costa il biglietto,un io io io
Purtroppo non lo so pero potresti chiedere all autista,io io io le le certo
Va bene grazie lo stesso,io geaelo
Prego,io
Perfetto vorrei comprarne due.,puoreuto
Certo ecco a lei vuole un sacchetto,io a io a io
Si grazie e arrivederci,io arato
Le auguro una buona giornata,puoao io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,io io
Piacere Luigi come stai,pero io io
Tutto bene tu,pero
