Truth,Decoded
Salve quanto costa quell articolo,io io io
E in offerta costa dieci euro,io io
Tutto bene grazie,io io
Prendiamo un caffe al bar,io io io io
"Certo volentieri, io lo prendero macchiato",io io a io
A che ora arriva il pullman,io releo
Dovrebbe arrivare tra qualche minuto,io si a io
Quanto costa il biglietto,io io io
Purtroppo non lo so pero potresti chiedere all autista,io io io io io io a io
Va bene grazie lo stesso,io io io il si io
Prego,io
Perfetto vorrei comprarne due.,io io io
Certo ecco a lei vuole un sacchetto,io io a io
Si grazie e arrivederci,io io io a io
Le auguro una buona giornata,roiri io
Buongiorno io sono Mario,sono
Buonasera io sono Mario,io mario
Piacere Luigi come stai,io io io
Tutto bene tu,io
