Truth,Decoded
Salve quanto costa quell articolo,e io io io
E in offerta costa dieci euro,e a certo
Tutto bene grazie,io rato
Prendiamo un caffe al bar,pero a io rato
"Certo volentieri, io lo prendero macchiato",io io io
A che ora arriva il pullman,prorae io
Dovrebbe arrivare tra qualche minuto,io a ora io
Quanto costa il biglietto,io io io io
Purtroppo non lo so pero potresti chiedere all autista,io io io lo le e io
Va bene grazie lo stesso,pero reaeo
Prego,io
Perfetto vorrei comprarne due.,prore tutto
Certo ecco a lei vuole un sacchetto,io io io
Si grazie e arrivederci,io rato
Le auguro una buona giornata,puoao io
Buongiorno io sono Mario,puoai
Buonasera io sono Mario,io pero
Piacere Luigi come stai,io io
Tutto bene tu,tutto
