Truth,Decoded
Salve quanto costa quell articolo,e io io si io
E in offerta costa dieci euro,reore io bene io
Tutto bene grazie,un e io
Prendiamo un caffe al bar,pretra a certo
"Certo volentieri, io lo prendero macchiato",pero io a certo
A che ora arriva il pullman,pretral e
Dovrebbe arrivare tra qualche minuto,e e ora a certo
Quanto costa il biglietto,retr io certo
Purtroppo non lo so pero potresti chiedere all autista,ora io io io e sererereliate
Va bene grazie lo stesso,e io e io
Prego,io
Perfetto vorrei comprarne due.,reomeo
Certo ecco a lei vuole un sacchetto,e a aige io
Si grazie e arrivederci,e e arareso
Le auguro una buona giornata,e a a io io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,un io
Piacere Luigi come stai,preori io stai
Tutto bene tu,io io
