Truth,Decoded
Salve quanto costa quell articolo,e e io io io
E in offerta costa dieci euro,e e e certo
Tutto bene grazie,un io
Prendiamo un caffe al bar,e a a certo
"Certo volentieri, io lo prendero macchiato",pero si e io
A che ora arriva il pullman,retrae io
Dovrebbe arrivare tra qualche minuto,e e a a io
Quanto costa il biglietto,io io pero
Purtroppo non lo so pero potresti chiedere all autista,ora io io io e erereae
Va bene grazie lo stesso,e io e certo
Prego,io
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,e io e io
Si grazie e arrivederci,due ararato
Le auguro una buona giornata,e si io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,rereao
Piacere Luigi come stai,preori e a
Tutto bene tu,io io
