Truth,Decoded
Salve quanto costa quell articolo,setn il a e trenin
E in offerta costa dieci euro,bene il a e tsienw
Tutto bene grazie,plane lo a tieaein
Prendiamo un caffe al bar,bene il e io agiw
"Certo volentieri, io lo prendero macchiato",bene e e ienagin
A che ora arriva il pullman,planel e in
Dovrebbe arrivare tra qualche minuto,in lo a lo e plese
Quanto costa il biglietto,pero lo e e in
Purtroppo non lo so pero potresti chiedere all autista,bene bene io a bene
Va bene grazie lo stesso,bene due a bene
Prego,bene il a lei
Perfetto vorrei comprarne due.,bene le a lo io
Certo ecco a lei vuole un sacchetto,pero io lo enagin
Si grazie e arrivederci,bene il e in
Le auguro una buona giornata,bene il e ienin
Buongiorno io sono Mario,bene lo e siein
Buonasera io sono Mario,bene lo a eaein
Piacere Luigi come stai,bene il e treagiw
Tutto bene tu,bene il a e ieain
