Truth,Decoded
Salve quanto costa quell articolo,e a a io
E in offerta costa dieci euro,reoere rereito
Tutto bene grazie,io io
Prendiamo un caffe al bar,pero a certo
"Certo volentieri, io lo prendero macchiato",io si e io
A che ora arriva il pullman,ora io
Dovrebbe arrivare tra qualche minuto,e e a a almuto
Quanto costa il biglietto,io prego
Purtroppo non lo so pero potresti chiedere all autista,ora io io io e rerereuae
Va bene grazie lo stesso,e io bene rato
Prego,io
Perfetto vorrei comprarne due.,reoreo
Certo ecco a lei vuole un sacchetto,e a ora io
Si grazie e arrivederci,due ararato
Le auguro una buona giornata,e si io
Buongiorno io sono Mario,uoato
Buonasera io sono Mario,uaieato
Piacere Luigi come stai,ora eata
Tutto bene tu,io io
