Truth,Decoded
Salve quanto costa quell articolo,e io io si lo
E in offerta costa dieci euro,e e so
Tutto bene grazie,a e stai
Prendiamo un caffe al bar,e io io a
"Certo volentieri, io lo prendero macchiato",reori io io rato
A che ora arriva il pullman,e al io
Dovrebbe arrivare tra qualche minuto,e a a ora a lo io
Quanto costa il biglietto,stai io certo
Purtroppo non lo so pero potresti chiedere all autista,pero io io io lo io che lo autista
Va bene grazie lo stesso,a bene io
Prego,euro
Perfetto vorrei comprarne due.,preore io
Certo ecco a lei vuole un sacchetto,io a a a lo io
Si grazie e arrivederci,due io
Le auguro una buona giornata,puau un ieata
Buongiorno io sono Mario,io io mario
Buonasera io sono Mario,pero mario
Piacere Luigi come stai,pero a
Tutto bene tu,a bene
