Truth,Decoded
Salve quanto costa quell articolo,pero io io io io
E in offerta costa dieci euro,e a e e sono
Tutto bene grazie,io certo
Prendiamo un caffe al bar,e a io io
"Certo volentieri, io lo prendero macchiato",lei io io e io
A che ora arriva il pullman,e al io
Dovrebbe arrivare tra qualche minuto,bene ora al io
Quanto costa il biglietto,io io igato
Purtroppo non lo so pero potresti chiedere all autista,pero io io io io le lo le a tutto
Va bene grazie lo stesso,e grere lo
Prego,euro
Perfetto vorrei comprarne due.,preore io
Certo ecco a lei vuole un sacchetto,io a a a a io
Si grazie e arrivederci,due certo
Le auguro una buona giornata,puauo io io
Buongiorno io sono Mario,io mario
Buonasera io sono Mario,pero e io
Piacere Luigi come stai,due io stai
Tutto bene tu,io
